bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,duplIdentifier,dupl_counts,conditionId
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K71855865,3,0.63,343,0.470054,0.381508,"0.36,0.30,0.34",2.41073,0.68306,0.521688,0.741539,12.9,56.6179,1,1,BRD-K71855865,PCL001_HA1E_24H:BRD-K71855865:10,trt_cp,HA1E,E13,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:E13|PCL001_HA1E_24H_X2_B20:E13|PCL001_HA1E_24H_X3_B20:E13,,PCL,BRD-K71855865,1,1,0,1,BRD-K71855865_10 uM_24 h_HA1E,1,BRD-K71855865_10 uM_24 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K24821794,3,0.36,275,0.318162,0.920108,"0.34,0.32,0.34",9.2808,11.7134,0.332273,0.528365,12.9,56.6179,0,1,BRD-K24821794,PCL001_HA1E_24H:BRD-K24821794:10,trt_cp,HA1E,D01,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:D01|PCL001_HA1E_24H_X2_B20:D01|PCL001_HA1E_24H_X3_B20:D01,,PCL,SGC-CBP30,1,1,0,1,SGC-CBP30_10 uM_24 h_HA1E,1,SGC-CBP30_10 uM_24 h
b3,10,10,uM,10 uM,6 h,6,h,HA1E,BRD-A04668240,3,0.35,312,0.33415,0.0903342,"""""""""""""""""""""""""""""""""",1.6,5.33868,0.26856,0.424199,14.66,63.853,1,1,BRD-A04668240,CPC001_HA1E_6H:BRD-A04668240-001-01-5:10,trt_cp,HA1E,J19,CPC001_HA1E_6H_X1_B3_DUO52HI53LO|CPC001_HA1E_6H_X2_B3_DUO52HI53LO|CPC001_HA1E_6H_X3_B3_DUO52HI53LO,CPC001_HA1E_6H_X1_B3_DUO52HI53LO:J19|CPC001_HA1E_6H_X2_B3_DUO52HI53LO:J19|CPC001_HA1E_6H_X3_B3_DUO52HI53LO:J19,,CPC,CGP-52432,1,1,0,1,CGP-52432_10 uM_6 h_HA1E,1,CGP-52432_10 uM_6 h
b3,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K43245338,3,0.49,324,0.402904,4.19385,"""""""""""""""""""""""""""""""""",8.30122,16.1892,0.300832,0.431259,11.51,49.4401,0,1,BRD-K43245338,CPC002_HA1E_24H:BRD-K43245338-001-02-4:10,trt_cp,HA1E,D01,CPC002_HA1E_24H_X1_B3_DUO52HI53LO|CPC002_HA1E_24H_X2_B3_DUO52HI53LO|CPC002_HA1E_24H_X3_B3_DUO52HI53LO,CPC002_HA1E_24H_X1_B3_DUO52HI53LO:D01|CPC002_HA1E_24H_X2_B3_DUO52HI53LO:D01|CPC002_HA1E_24H_X3_B3_DUO52HI53LO:D01,,CPC,MDL-28170,1,1,0,1,MDL-28170_10 uM_24 h_HA1E,1,MDL-28170_10 uM_24 h
f1b3,10,10,uM,10 uM,6 h,6,h,HA1E,BRD-K41431262,3,0.29,351,0.322614,2.18579,"""""""""""""""""""""""""""""""""",63.8428,51.3367,-0.0762996,0.300179,17.92,74.0741,0,1,BRD-K41431262,CPC020_HA1E_6H:BRD-K41431262-001-01-4:10,trt_cp,HA1E,C23,CPC020_HA1E_6H_X1_F1B3_DUO52HI53LO|CPC020_HA1E_6H_X2_F1B3_DUO52HI53LO|CPC020_HA1E_6H_X3_F1B3_DUO52HI53LO,CPC020_HA1E_6H_X1_F1B3_DUO52HI53LO:C23|CPC020_HA1E_6H_X2_F1B3_DUO52HI53LO:C23|CPC020_HA1E_6H_X3_F1B3_DUO52HI53LO:C23,,CPC,BRD-K41431262,1,1,0,1,BRD-K41431262_10 uM_6 h_HA1E,1,BRD-K41431262_10 uM_6 h
f1b3,10,10,uM,10 uM,6 h,6,h,HA1E,BRD-A71707563,3,0.31,288,0.30214,1.75763,"""""""""""""""""""""""""""""""""",45.9263,7.9104,0.0169808,0.431674,18.85,76.859,0,1,BRD-A71707563,CPC019_HA1E_6H:BRD-A71707563-001-07-5:10,trt_cp,HA1E,P15,CPC019_HA1E_6H_X1_F1B3_DUO52HI53LO|CPC019_HA1E_6H_X2_F1B3_DUO52HI53LO|CPC019_HA1E_6H_X3_B4_DUO52HI53LO,CPC019_HA1E_6H_X1_F1B3_DUO52HI53LO:P15|CPC019_HA1E_6H_X2_F1B3_DUO52HI53LO:P15|CPC019_HA1E_6H_X3_B4_DUO52HI53LO:P15,,CPC,BRD-A71707563,1,1,0,1,BRD-A71707563_10 uM_6 h_HA1E,1,BRD-A71707563_10 uM_6 h
f1b3,10,10,uM,10 uM,6 h,6,h,HA1E,BRD-A63583287,3,0.43,289,0.356462,0,"""""""""""""""""""""""""""""""""",0.800011,0.265957,0.393247,0.694018,14.03,61.7858,1,1,BRD-A63583287,CPC012_HA1E_6H:BRD-A63583287-001-01-8:10,trt_cp,HA1E,O22,CPC012_HA1E_6H_X1_F1B3_DUO52HI53LO|CPC012_HA1E_6H_X2_F1B3_DUO52HI53LO|CPC012_HA1E_6H_X3_F1B3_DUO52HI53LO,CPC012_HA1E_6H_X1_F1B3_DUO52HI53LO:O22|CPC012_HA1E_6H_X2_F1B3_DUO52HI53LO:O22|CPC012_HA1E_6H_X3_F1B3_DUO52HI53LO:O22,,CPC,SA-1447005,1,1,0,1,SA-1447005_10 uM_6 h_HA1E,1,SA-1447005_10 uM_6 h
b3,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K33743361,3,0.31,304,0.310419,0.460405,"""""""""""""""""""""""""""""""""",9.41059,24.4308,0.140847,0.342584,22.44,83.8932,0,1,BRD-K33743361,CPC007_HA1E_24H:BRD-K33743361-034-05-4:10,trt_cp,HA1E,M04,CPC007_HA1E_24H_X1_B3_DUO52HI53LO|CPC007_HA1E_24H_X2_B3_DUO52HI53LO|CPC007_HA1E_24H_X3_B3_DUO52HI53LO,CPC007_HA1E_24H_X1_B3_DUO52HI53LO:M04|CPC007_HA1E_24H_X2_B3_DUO52HI53LO:M04|CPC007_HA1E_24H_X3_B3_DUO52HI53LO:M04,,CPC,ML-133,1,1,0,1,ML-133_10 uM_24 h_HA1E,1,ML-133_10 uM_24 h
b4,10,10,uM,10 uM,6 h,6,h,HA1E,BRD-K51443908,3,0.48,236,0.340335,0,"""""""""""""""""""""""""""""""""",0,0.267738,0.444059,0.666638,19.3,78.0362,1,1,BRD-K51443908,CPC009_HA1E_6H:BRD-K51443908-001-03-2:10,trt_cp,HA1E,C21,CPC009_HA1E_6H_X1_B4_DUO52HI53LO|CPC009_HA1E_6H_X2_F1B3_DUO52HI53LO|CPC009_HA1E_6H_X3_B4_DUO52HI53LO,CPC009_HA1E_6H_X1_B4_DUO52HI53LO:C21|CPC009_HA1E_6H_X2_F1B3_DUO52HI53LO:C21|CPC009_HA1E_6H_X3_B4_DUO52HI53LO:C21,,CPC,KU-C104486,1,1,0,1,KU-C104486_10 uM_6 h_HA1E,1,KU-C104486_10 uM_6 h
f1b3,10,10,uM,10 uM,6 h,6,h,HA1E,BRD-K53592093,3,0.36,363,0.36554,0.735971,"""""""""""""""""""""""""""""""""",86.0625,89.1148,-0.342345,-0.419011,10.25,43.4396,0,1,BRD-K53592093,CPC013_HA1E_6H:BRD-K53592093-001-01-3:10,trt_cp,HA1E,F01,CPC013_HA1E_6H_X1_F1B3_DUO52HI53LO|CPC013_HA1E_6H_X2_F1B3_DUO52HI53LO|CPC013_HA1E_6H_X3_F1B3_DUO52HI53LO,CPC013_HA1E_6H_X1_F1B3_DUO52HI53LO:F01|CPC013_HA1E_6H_X2_F1B3_DUO52HI53LO:F01|CPC013_HA1E_6H_X3_F1B3_DUO52HI53LO:F01,,CPC,BRD-K53592093,1,1,0,1,BRD-K53592093_10 uM_6 h_HA1E,1,BRD-K53592093_10 uM_6 h
