,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24,z25,z26,z27,z28,z29,z30,z31,protected,vaccinated
0,-1.2848951,1.0073874,1.8094877,-0.6642221,-0.13794684,-0.8506558,0.17051814,-1.3681314,-0.103708036,0.531597,-1.0186944,-0.78045124,-0.23171291,0.5998639,-0.6547985,1.2612225,1.9088618,0.19870983,-0.20523131,0.7259985,0.80108404,-1.1610777,0.4136341,0.57213354,-0.31381106,-1.1195188,-1.0551864,1.4417285,-0.04327955,0.25868103,-0.8566734,-0.4738621,1,1
1,-0.86126465,1.6539329,1.7427636,-0.9532787,-0.29088807,-1.5080384,-0.0733027,-1.9042811,-0.44157484,0.358914,-1.00359,-1.1572244,-0.60889363,0.59804547,-1.0051745,0.75403666,1.6036663,-0.44628784,0.1653107,0.80924803,0.9152532,-0.8536401,0.050917853,0.7104915,-0.5752947,-0.89510924,-1.1192791,1.6532767,-0.2467093,0.55255914,-1.1119245,-0.85288405,1,1
2,0.9330667,-0.5352343,-0.5876217,2.3368726,2.7383487,4.511059,-3.6437192,3.873429,2.5332425,-0.20626155,2.8732352,-0.06866449,2.7060935,0.414789,4.133394,-1.0463172,-1.9418136,2.5466506,2.0569594,-0.2842284,0.2220784,-0.14493097,1.4917847,0.106731884,1.0263299,1.1259001,2.3604684,-3.5672507,2.1670341,0.30192995,1.5440555,-0.57413477,0,0
3,-1.3879648,1.3705827,1.181662,-0.9403263,-0.11335285,-0.4803883,-0.13934432,-1.1359828,0.18566734,0.5003377,-0.79151213,-0.47974002,-0.27123123,1.2804826,-0.99486023,1.0248162,1.9918631,-0.030605964,0.025965884,0.73490196,1.1265136,-0.94466734,0.44605207,0.51990545,-0.44335973,-1.4995474,-1.3427122,1.170299,-0.22486976,1.1119049,-0.76029843,-0.35292235,1,1
4,-0.99640006,1.8490431,2.419042,-1.404411,-0.23283917,-3.2386813,-0.23718044,-3.2597666,-1.0449678,0.41343567,-1.2018709,-2.0758944,-1.0968343,0.23194605,-0.701311,0.10487876,2.6248198,-0.5448809,-0.2280834,0.25362888,1.6237351,-0.28969082,-1.3219234,0.39056486,-1.0783194,-0.6973397,-1.3448032,2.8069308,-1.4747499,0.6593575,-0.96750134,-1.33793,1,1
5,0.9096086,-0.4857738,-0.68547326,2.3055835,2.755054,4.4986625,-3.5925486,3.8879125,2.5921524,-0.09047129,2.8714468,-0.0033252842,2.5956285,0.41431987,3.9977074,-0.9826614,-1.8282797,2.616432,2.0324168,-0.28703806,0.21303351,-0.21948348,1.5742639,0.06519471,1.0908229,1.0267005,2.3715284,-3.6256204,2.2988563,0.34310868,1.5201657,-0.5147258,1,0
6,-0.008025582,1.7891505,2.1590528,-1.235186,0.2884818,-2.792947,-0.1681214,-2.923455,-1.1087244,1.1504217,-1.1185883,-1.7960706,-1.4032782,0.17292827,-1.8240719,0.44032535,1.8891599,-0.3484037,-0.42691228,0.7231311,0.53244907,-0.78950256,-0.48741868,0.6422484,0.40903392,-0.5873477,-0.77197236,2.4485898,-0.056257825,0.29258102,-1.0240365,-1.0983053,1,1
7,-0.6502492,1.7759185,2.2854385,-1.0908511,-0.11942945,-3.0641308,-0.08557632,-2.6853237,-0.9696792,0.5767653,-1.310237,-1.7050797,-1.0793995,0.3809126,-0.88633835,0.117482975,1.6154455,-0.28710654,-0.58279175,0.27025318,1.5256133,-0.41688865,-0.9462181,0.78775454,-0.71654594,-0.8789762,-1.2480165,3.1362984,-0.9910466,0.3525925,-0.94671446,-1.1980797,1,1
8,0.89992964,-0.33913037,-0.7506344,2.1215906,2.5241323,4.2485733,-3.3458657,3.6957474,2.4105365,-0.10796792,2.6367083,-0.07996122,2.4687977,0.3792906,3.774868,-0.91319954,-1.7990835,2.4275262,2.0308006,-0.17789355,0.19049391,-0.22040667,1.517195,0.16325743,0.9379285,0.9933092,2.2075133,-3.4062064,2.154188,0.395203,1.3191025,-0.618512,1,0
9,-0.40056828,1.7321869,1.7822969,-1.2344639,0.14438234,-1.8581026,-0.32354727,-2.4127471,-0.8498201,0.59109676,-1.110932,-1.6154907,-0.8851605,0.522773,-1.5191561,0.46681666,1.9024324,-0.63439786,-0.026232995,0.51888025,1.0322336,-0.49351075,-0.49519035,0.40112764,-0.07409695,-0.92017365,-1.1326711,2.302683,-0.6095618,0.7457904,-0.83116764,-0.90645754,1,1
